score,signals,permit_number,address,zip,description,valuation,sqft,floors,work_class,permit_class,issue_date,contractor_company,contractor_name,contractor_phone,contractor_city,equipment,permit_link
80,"$1M+ value, 50K+ sqft, 4 floors, New",2024-138907 BP,7504 COTA VISTA DR BLDG 7,78744,ePlan: Expedited Review - New Construction of 7 4-Story Multi-Family Bldg.  (425647 SF).,2000000.0,62009.0,4,New,C- 105 Five or More Family Bldgs,2026-07-06,"Skybeck Construction, LLC",Wes Ramsey,(512) 225-9343,Austin,Boom Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13416147
75,"$5M+ value, 10K+ sqft, 3 floors, Addition and Remodel",2026-004059 BP,3006 BOWMAN AVE,78703,Construction of a new building addition and alteration to an existing two-story private club. Conventionally framed wood structure on a slab-on-ground steel-reinforced concrete slab.,8989991.0,10009.0,3,Addition and Remodel,"C- 437 Addn, Alter, Convn-NonRes",2026-08-05,Knight Construction,Jay Knight,(512) 873-9777,AUSTIN,"Boom Lifts, Cranes, Concrete Equipment",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13639399
70,"$10M+ value, New",2026-104279 BP,12520 HARRIS BRANCH PKWY,78754,New Dumpster Enclosure for New Light Manufacturing Facility.   (323 sq ft),12300000.0,323.0,1,New,C- 329 Com Structures Other Than Bldg,2026-08-13,Kingham Dalton Wilson,Luke Kingham,(713) 541-5070,Houston,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13753479
65,"$1M+ value, 10K+ sqft, New",2026-109266 BP,1205 SHELDON CV BLDG 4,78753,New commercial building for padel tenant,3000000.0,23375.0,1,New,"C- 318 Amusement, Social & Rec Bldgs",2026-08-20,DKC Construction Group,Robert Juarez,(512) 937-0788,AUSTIN,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13759244
65,"$1M+ value, 3 floors, New",2026-012615 BP,2307 EUCLID AVE,78704,New three-story office building demolition of some sidewalks. driveway courtyard area where new building is to be constructed,2558020.0,7059.0,3,New,C- 319 Churches and Othr Religious Bldgs,2026-07-21,G Creek INC.***MAIN***,John Haralson,(512) 452-5640,Austin,"Dozers, Loaders, Boom Lifts, Skid Steers",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13649052
65,"$1M+ value, 10K+ sqft, Shell",2026-109126 BP,5800 E PARMER LN BLDG 2,78653,ePlan-Expedited Review: [APPROVED] New Single Story Retail Shell Building (13660 SF).,2050000.0,13660.0,1,Shell,C- 327 Stores & Customer Services,2026-08-27,Hunington Properties,Travis Sullivan,(512) 767-7442,AUSTIN,"Boom Lifts, Cranes",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13759082
65,"$1M+ value, 2 floors, New",2003-008978 BP,1125 CURVE ST,78702,New Parking Garage/Sprink,1500000.0,0.0,2,New,C- 321 Pkg Garage Bldg & Open Deck,2026-08-14,,,,,"Tower Cranes, Concrete Equipment, Skid Steers",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=693607
65,"$1M+ value, 3 floors, New",2026-026518 BP,1600 WHELESS LN,78723,Construction of New 5-Unit 3-story single bldg residential multi-family townhomes.,1350000.0,9952.0,3,New,C- 105 Five or More Family Bldgs,2026-08-10,NGR Constructions and Consulting Engg LLC,Ganga Narasaraopally,(201) 668-0587,AUSTIN,Boom Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13664787
60,"$1M+ value, New",2026-087872 BP,714 E BEN WHITE BLVD SVRD WB,78704,New Construction of an Express Car Wash.,3000000.0,4560.0,1,New,C- 322 Service Station & Repair Garage,2026-07-09,HCI Commercial,Jon Young,(817) 350-4332,Dallas,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13734434
60,"$1M+ value, New",2026-102988 BP,7200 SPRINGFIELD DR,78744,New construction of a 2700 sqft Type V-B single story restaurant with drive-thru.,2200000.0,2748.0,1,New,C- 327 Stores & Customer Services,2026-08-18,"Northstar Construction Services, LLC",John Petterson,(281) 486-1575,Tomball,"Boom Lifts, Skid Steers",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13752048
60,"$1M+ value, New",2026-092071 BP,5800 E PARMER LN BLDG 2,78653,New Construction of a Restaurant,1500000.0,4322.0,1,New,C- 327 Stores & Customer Services,2026-07-19,"The Struthoff Company, Inc. (***MAIN***)",Lynn Struthoff,(210) 495-2557,San Antonio,"Excavators, Dozers, Loaders",https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13739247
60,"$1M+ value, Addition and Remodel",2026-077484 BP,5707 SOUTHWEST PKWY BLDG 1,78735,ePlan: Commercial Expedited Review - [GREEN BUILDING] [APPROVED] Interior Remodel to Existing Floor 1 Scope of work to include Exterior Equipment Enclosure.,1500000.0,666.0,1,Addition and Remodel,"C- 437 Addn, Alter, Convn-NonRes",2026-08-14,Turner Construction,Amelia Harlow,(512) 520-2709,AUSTIN,Scissor Lifts,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13722810
55,$1M+ value,2026-054381 BP,805 E RUNDBERG LN,78753,Rebuild of a pawn shop on existing site (bldg destroyed by fire),1100000.0,5156.0,1,Addition,"C- 437 Addn, Alter, Convn-NonRes",2026-08-25,Hayden Construction,Stephen Hayden,(505) 400-0979,Raton,,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696692
